SKU,Product name,Brand,Supplier,Supplier SKU,Lightspeed ID,LS Handle / Parent ID,Collection,Product type,Category,Material type,Species,Colour / tone,Grade,Layout pattern,Width (in),Length,Thickness (mm),Wear layer (mil),Veneer / top layer (mm),Veneer cut type,AC rating,Finish type,Install profile,Install method,Locking system,Underpad included,Underpad type,IIC rating,STC rating,Tile format,Weight per piece (kg),Certifications,Cost/unit,Retail price/unit,MAP price ($/sf),Pallet price ($/sf),Promo cost ($/sf),Promo end date,Volume pricing notes,Last price update,Price last changed by,Box size (sf),Pieces per box,Boxes per skid,Pieces per pallet,Stock status,Active,Waterproof,Pet friendly,Radiant heat compatible,Traffic rating,Suitable rooms,Residential warranty (yrs),Commercial warranty (yrs),Salesperson notes,Pairs well with,MatchedRecId,MatchStatus
TIL-GRAC-0029,Tiles — Thassos White Matt — 12 x 24 (Matte),Gracious,Gracious,,,GRACTILESTHASSOSWHITEMATTMATTE,Tiles,Flooring,Tile / Stone,,,Thassos White Matt,,,12,"24""",,,,,,Matte,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0030,Tiles — Tramanto Bianco — 12 x 24,Gracious,Gracious,,,GRACTILESTRAMANTOBIANCO,Tiles,Flooring,Tile / Stone,,,Tramanto Bianco,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0031,Tiles — Split Satvario — 12 x 24,Gracious,Gracious,,,GRACTILESSPLITSATVARIO,Tiles,Flooring,Tile / Stone,,,Split Satvario,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0032,Tiles — Unicorn 3 Glossy — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESUNICORN3GLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Unicorn 3 Glossy,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0033,Tiles — Devore Ivory — 12 x 24,Gracious,Gracious,,,GRACTILESDEVOREIVORY,Tiles,Flooring,Tile / Stone,,,Devore Ivory,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0034,Tiles — Diana Antique Dark — 12 x 24,Gracious,Gracious,,,GRACTILESDIANAANTIQUEDARK,Tiles,Flooring,Tile / Stone,,,Diana Antique Dark,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0035,Tiles — Lumina White High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINAWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Lumina White High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0036,Tiles — Luminus White High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESLUMINUSWHITEHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Luminus White High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0037,Tiles — Marquary Ivory — 12 x 24,Gracious,Gracious,,,GRACTILESMARQUARYIVORY,Tiles,Flooring,Tile / Stone,,,Marquary Ivory,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0038,Tiles — Pietra Brown High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESPIETRABROWNHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Pietra Brown High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0039,Tiles — Pulpis Gris High Gloss — 12 x 24 (Glossy),Gracious,Gracious,,,GRACTILESPULPISGRISHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Pulpis Gris High Gloss,,,12,"24""",,,,,,Glossy,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0040,Tiles — Pulpish Light Polish — 12 x 24 (Polished),Gracious,Gracious,,,GRACTILESPULPISHLIGHTPOLISHPOLISHED,Tiles,Flooring,Tile / Stone,,,Pulpish Light Polish,,,12,"24""",,,,,,Polished,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0041,Tiles — Sand Stone Grey — 12 x 24,Gracious,Gracious,,,GRACTILESSANDSTONEGREY,Tiles,Flooring,Tile / Stone,,,Sand Stone Grey,,,12,"24""",,,,,,,,,,,,,,,,,1.29,2.29,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - 12*24"".",,,new
TIL-GRAC-0042,Tiles — Amaretto Grey Glossy — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESAMARETTOGREYGLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Amaretto Grey Glossy,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0043,Tiles — Amaretto Grey Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESAMARETTOGREYMATTMATTE,Tiles,Flooring,Tile / Stone,,,Amaretto Grey Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0044,Tiles — Amaretto Silver Glossy — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESAMARETTOSILVERGLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Amaretto Silver Glossy,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0045,Tiles — Amaretto Silver Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESAMARETTOSILVERMATTMATTE,Tiles,Flooring,Tile / Stone,,,Amaretto Silver Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0046,Tiles — Antracite Ice — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESANTRACITEICEPOLISHED,Tiles,Flooring,Tile / Stone,,,Antracite Ice,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0047,Tiles — Beige Chiaro Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESBEIGECHIAROMATTMATTE,Tiles,Flooring,Tile / Stone,,,Beige Chiaro Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0048,Tiles — Cava Bianco — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESCAVABIANCOPOLISHED,Tiles,Flooring,Tile / Stone,,,Cava Bianco,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0049,Tiles — Effco Satvario Glossy — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESEFFCOSATVARIOGLOSSYGLOSSY,Tiles,Flooring,Tile / Stone,,,Effco Satvario Glossy,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0050,Tiles — Effco Satvario Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESEFFCOSATVARIOMATTMATTE,Tiles,Flooring,Tile / Stone,,,Effco Satvario Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0051,Tiles — Grey Flurry High Gloss — 24 x 24 (Glossy),Gracious,Gracious,,,GRACTILESGREYFLURRYHIGHGLOSSGLOSSY,Tiles,Flooring,Tile / Stone,,,Grey Flurry High Gloss,,,24,"24""",,,,,,Glossy,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0052,Tiles — Grigio Chiaro Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESGRIGIOCHIAROMATTMATTE,Tiles,Flooring,Tile / Stone,,,Grigio Chiaro Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0053,Tiles — Grigio Medio Matt — 24 x 24 (Matte),Gracious,Gracious,,,GRACTILESGRIGIOMEDIOMATTMATTE,Tiles,Flooring,Tile / Stone,,,Grigio Medio Matt,,,24,"24""",,,,,,Matte,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0054,Tiles — Premium Motion — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESPREMIUMMOTIONPOLISHED,Tiles,Flooring,Tile / Stone,,,Premium Motion,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0055,Tiles — Satvario — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESSATVARIOPOLISHED,Tiles,Flooring,Tile / Stone,,,Satvario,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
TIL-GRAC-0056,Tiles — Satvario Elegant — 24 x 24 (Polished),Gracious,Gracious,,,GRACTILESSATVARIOELEGANTPOLISHED,Tiles,Flooring,Tile / Stone,,,Satvario Elegant,,,24,"24""",,,,,,Polished,,,,,,,,,,,1.39,2.39,,,,,,2026-06-30,Manual,,,,,,TRUE,,,,,,,,"NEW SUPPLIER - first ingest 2026-09-09, not yet imported. Cost basis: the single printed price is Titan's dealer cost, no multiplier (Albert, 2026-09-09: ""Store Price is Dealer Cost""). No MSRP/suggested-retail column is published. Retail = Cost + $1.00 (global default) - the CIF (+$2 tile / +$5 mosaic) and Olympia tile markups are documented as supplier-specific and were NOT applied here; confirm the tile markup with Albert. No effective date printed anywhere on the list; email date 2026-06-30 used as Last price update. Supplier recorded as Gracious per Albert (the flooring sheet's own header reads ""AMAZING FLOORING""). Material type not stated on the price list - left blank; confirm porcelain vs ceramic. Printed section header: ""TILES - (24*24 POLISHED)"".",,,new
